observed_at,country,prospect_domain,prospect_url,prospect_type,relevance,authority_metric,proposed_target,rationale,priority,outreach_status,origin,source_file,paid_link
2026-09-15,czechia,mamo.cz,https://www.mamo.cz/centrum/32-euc-mamocentrum-ostrava/,relevant-site review,medical/expat resource,domain_rank 53,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,regionplzensko.cz,https://www.regionplzensko.cz/zdravotnictvi/28876-obezitologie-a-nutricni-poradna-jana-sponnerova-dis-plzen.html,health/medical publication,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,regionslansko.cz,https://www.regionslansko.cz/zdravotnictvi/22353-rehabilitace-euc-klinika-slany-slany.html,health/medical publication,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vysokahra.sk,https://www.vysokahra.sk/civilizacni-choroby-aneb-jake-nemoci-nejvice-trapi-vyspele-spolecnosti/,health/medical publication,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vitalnisenior.cz,https://vitalnisenior.cz/2018/09/jak-postupovat-pri-hledani-lekare-zacnete-u-znamych-s-problemy-pomuze-pojistovna/,health/medical publication,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,pulsmetry.cz,https://www.pulsmetry.cz/blog/jak-se-zlepsit-na-kole-s-chytrymi-hodinkami/,relevant-site review,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,prahadnes.info,https://www.prahadnes.info/zpravodajstvi/46255-proc-se-zbytecne-trapit-zubar-neni-nepritel/,relevant-site review,medical/expat resource,domain_rank 52,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,earch.cz,https://www.earch.cz/revue/clanek/naordinujte-si-zdravi,health/medical publication,medical/expat resource,domain_rank 51,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,umirani.cz,https://www.umirani.cz/adresar-sluzeb/agentura-domaci-pece-salus-domaci-zdravotni-pece,health/medical publication,medical/expat resource,domain_rank 51,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ustinadlabemdnes.cz,https://www.ustinadlabemdnes.cz/zpravodajstvi/32859-cas-pro-zdrave-srdce-a-cevy-je-prave-ted/,health/medical publication,medical/expat resource,domain_rank 51,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ostravadnes.cz,https://www.ostravadnes.cz/zpravodajstvi/45245-nahla-ostra-bolest-v-podbrisku-horecka-a-zvraceni-jsou-vzdy-signaly-rychle-vyhledat-lekarskou-pomoc-duvodu-muze-byt-cela-rada-ale-vzdy-to-bude-akutni-zdravotni-prihoda-ktera-vyzaduje-rychle-odborne-reseni/,health/medical publication,medical/expat resource,domain_rank 50,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,fiftyfifty.cz,https://www.fiftyfifty.cz/zahanite-trapeni-jidlem-zname-lepsi-reseni-5618552.php,relevant-site review,medical/expat resource,domain_rank 50,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,eucklinika.cz,https://www.eucklinika.cz/ostrava/nase-oddeleni/sluzby/dedicny-karcinom-prsu,relevant-site review,medical/expat resource,domain_rank 49,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,zdravizivot.cz,https://zdravizivot.cz/z-mediciny/letni-pece-o-chronicke-rany-jak-urychlit-hojeni-a-zamezit-komplikacim/3463/,health/medical publication,medical/expat resource,domain_rank 48,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,qap.cz,https://www.qap.cz/zpravy/clanek/osamelost-postihuje-cim-dal-mladsi-rocniky-130269/,relevant-site review,medical/expat resource,domain_rank 48,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,en.materasso.cz,https://en.materasso.cz/blog/detail/how-does-sleep-affect-your-health/,health/medical publication,medical/expat resource,domain_rank 47,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,findhealthclinics.com,https://www.findhealthclinics.com/CZ/Brno/103004352884172/EUC-Klinika-Brno,health/medical publication,medical/expat resource,domain_rank 47,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jobka.cz,https://www.jobka.cz/funkce/ulekare-cz/,health/medical publication,medical/expat resource,domain_rank 47,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,whatnews.cz,https://www.whatnews.cz/news/umela-ai/,relevant-site review,medical/expat resource,domain_rank 47,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,meddihub.com,https://www.meddihub.com/,relevant-site review,medical/expat resource,domain_rank 46,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,iliberecko.cz,https://www.iliberecko.cz/osamelost-postihuje-cim-dal-mladsi-rocniky-jak-se-s-ni-nejlepe-vyporadat,relevant-site review,medical/expat resource,domain_rank 45,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ecoblog.cz,https://ecoblog.cz/nejlepsi-mast-krem-na-atopicky-ekzem/,relevant-site review,medical/expat resource,domain_rank 45,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jobstack.it,https://www.jobstack.it/company-profile/meddi-hub-a-s/6304842526a3d,relevant-site review,medical/expat resource,domain_rank 44,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,zelechovice.eu,https://www.zelechovice.eu/obec/pomoc-ukrajine/?zmena-vzhledu=1&lang=cs,relevant-site review,medical/expat resource,domain_rank 44,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,polza.cz,https://www.polza.cz/nase-zarizeni/polikliniky/poliklinika-zahradnikova/rtg-ultrazvuk/,relevant-site review,medical/expat resource,domain_rank 43,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,prosvet.cz,https://prosvet.cz/dejte-ocim-co-si-zaslouzi/,relevant-site review,medical/expat resource,domain_rank 43,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,kover.education,https://kover.education/blog/online-medicina-cz,health/medical publication,medical/expat resource,domain_rank 42,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,skrz.cz,https://skrz.cz/tipy/letani-v-tehotenstvi,relevant-site review,medical/expat resource,domain_rank 42,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,qanomed.com,https://qanomed.com/ar/clinic/boris-ljubcenko-certificated-physiotherapist,relevant-site review,medical/expat resource,domain_rank 42,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,unicare.cz,https://www.unicare.cz/about-us-blog/how-to-find-a-dentist,relevant-site review,medical/expat resource,domain_rank 42,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,fiftyfifty.eu,https://www.fiftyfifty.eu/you-drive-torment-meal-we-know-better-deal.html,relevant-site review,medical/expat resource,domain_rank 42,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,festivalarena.cz,https://festivalarena.cz/en/home/,relevant-site review,medical/expat resource,domain_rank 41,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,europeivf.com,https://europeivf.com/de/komplexe-kinderwunschbehandlung/,relevant-site review,medical/expat resource,domain_rank 41,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,gleauty.com,https://www.gleauty.com/CZ/Brno/103004352884172/EUC-Klinika-Brno,relevant-site review,medical/expat resource,domain_rank 41,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,porodnice.cz,https://www.porodnice.cz/clanky/diagnostikovali-mi-tehotenskou-cukrovku-co-pro-sebe-mohu-udelat,relevant-site review,medical/expat resource,domain_rank 40,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jakbytfit.cz,https://www.jakbytfit.cz/zdrave-tipy/bolestive-obtize-ktere-nechcete/,health/medical publication,medical/expat resource,domain_rank 39,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mustat.com,https://www.mustat.com/znamylekar.cz,health/medical publication,medical/expat resource,domain_rank 39,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,casopis-rozmaryna.cz,https://www.casopis-rozmaryna.cz/kdyz-duse-stune/,relevant-site review,medical/expat resource,domain_rank 39,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,podcasts-online.org,https://www.podcasts-online.org/it/petr-mara-podcast-1470035287,relevant-site review,medical/expat resource,domain_rank 39,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,appgoblin.info,https://appgoblin.info/apps/cz.znamylekar,health/medical publication,medical/expat resource,domain_rank 39,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,medlike.cz,https://medlike.cz/poporodni_deprese/,relevant-site review,medical/expat resource,domain_rank 37,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,findmassleads.com,https://www.findmassleads.com/websites/znamylekar.cz?h=4048262448284,health/medical publication,medical/expat resource,domain_rank 36,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,dayofdifference.org.au,https://dayofdifference.org.au/m-medical/medical-hradec-krlov-gebauerova.html,health/medical publication,medical/expat resource,domain_rank 35,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mladilekari.cz,https://mladilekari.cz/2023/02/14/akce-medidays-2023-byla-unikatni-kvalitou-obsahu-i-skladbou-hostu/,health/medical publication,medical/expat resource,domain_rank 32,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,web.notifyninja.com,https://web.notifyninja.com/znamylekar.cz,health/medical publication,medical/expat resource,domain_rank 32,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,wiki.helpua.rubikus.de,https://wiki.helpua.rubikus.de/mw_public/%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D0%B0_%D0%B2_%D0%A7%D0%B5%D1%85%D0%B8%D0%B8,relevant-site review,medical/expat resource,domain_rank 32,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,asitestatus.com,https://asitestatus.com/www/ulekare.cz,health/medical publication,medical/expat resource,domain_rank 31,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,eworker.co,https://eworker.co/job/data-engineer-iii-19/,relevant-site review,medical/expat resource,domain_rank 31,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mluvmeokloubech.cz,https://mluvmeokloubech.cz/problemy-a-lecba/klouby-volaji-sos/,relevant-site review,medical/expat resource,domain_rank 30,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,nomadcoffee.cz,https://nomadcoffee.cz/2019/03/07/misoprostol-levne/,relevant-site review,medical/expat resource,domain_rank 30,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,i-phone.ir,https://i-phone.ir/forums/forum/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%85%DA%A9/%D8%B3%D8%A4%D8%A7%D9%84%D8%A7%D8%AA-%D9%88-%D9%85%D8%B4%DA%A9%D9%84%D8%A7%D8%AA-%D9%BE%DB%8C%D8%B1%D8%A7%D9%85%D9%88%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-aa/8643-%D8%AF%D8%B9%D9%88%D8%AA-%D8%A8%D9%87-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%A8%D8%A7%D8%B2%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-ios,relevant-site review,medical/expat resource,domain_rank 30,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mypurpleicecream.blogspot.com,http://mypurpleicecream.blogspot.com/2014/03/jak-je-dulezite-miti-dobreho-gynekologa.html,relevant-site review,medical/expat resource,domain_rank 30,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,radioukrajina.cz,https://www.radioukrajina.cz/novyny/byd-te-zdorov-z-rad-o-ykrajina-rybryka-oleny/strahova-medycyna-s-mejn-l-kar-sco-potr-bno,relevant-site review,medical/expat resource,domain_rank 29,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ifarmacie.cz,https://ifarmacie.cz/obezita/,health/medical publication,medical/expat resource,domain_rank 27,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,andreatengler.cz,http://www.andreatengler.cz/2013/04/vas-znamy-lekar.html,health/medical publication,medical/expat resource,domain_rank 27,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-zdravi.cz,https://www.info-zdravi.cz/zenske-zdravi/spankova-apnoe-u-zen-priznaky-a-lecba/,health/medical publication,medical/expat resource,domain_rank 26,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,lecimdeti.cz,https://www.lecimdeti.cz/poruchy-spanku-u-deti/,relevant-site review,medical/expat resource,domain_rank 26,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jobka.sk,https://www.jobka.sk/funkcie/ulekare-cz-online-lekarska-poradna/,health/medical publication,medical/expat resource,domain_rank 26,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jobka.eu,https://www.jobka.eu/functions/ulekare-cz-online-medical-advice/,health/medical publication,medical/expat resource,domain_rank 26,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vlasta10.cz,https://www.vlasta10.cz/2021/02/25/vlastni-zpravodaj-radnice-na-kterou-je-v-tezke-dobe-spolehnuti/,relevant-site review,medical/expat resource,domain_rank 25,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,czech.wiki,https://www.czech.wiki/wiki/EUC,relevant-site review,medical/expat resource,domain_rank 24,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,chcibytlepsi.cz,https://chcibytlepsi.cz/nejlepsi-probiotika/,relevant-site review,medical/expat resource,domain_rank 23,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,moonavita.cz,https://www.moonavita.cz/alergie-a-citlivost-na-cokoladu-na-co-si-dat-pozor/,relevant-site review,medical/expat resource,domain_rank 23,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,yoys.cz,https://www.yoys.cz/phone-420-321789200-l%C3%A9ka%C5%99-%C5%BDi%C5%BEelice-CZ188097.html,relevant-site review,medical/expat resource,domain_rank 23,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mojesrdce.cz,https://www.mojesrdce.cz/en/clanky/online-konzultace-kardiologa,relevant-site review,medical/expat resource,domain_rank 23,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,pobezoviceuprelouce.cz,https://www.pobezoviceuprelouce.cz/kontakty/odkazy/,relevant-site review,medical/expat resource,domain_rank 23,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,primed.clinic,https://www.primed.clinic/en/reward-us/,relevant-site review,medical/expat resource,domain_rank 22,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,seniorsafe.cz,https://seniorsafe.cz/babske-rady-na-prujem-9-rychlych-reseni-pro-ulevu/,relevant-site review,medical/expat resource,domain_rank 21,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,lifecz.ru,https://lifecz.ru/topic/2296/,relevant-site review,medical/expat resource,domain_rank 21,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
