prospect_domain,prospect_url,links_to_competitors,competitor_target,anchor,domain_rank,page_rank,spam_score,dofollow,first_seen,prospect_type,suggested_asset,priority,rationale,manual_verification,outreach_status
www.medvik.cz,https://www.medvik.cz/medlike/poporodni_deprese/?format=,euc.cz,https://euc.cz/clanky-a-novinky/clanky/laktacni-psychoza/,Odkaz,71,0,10,true,2026-01-05 11:53:37 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
podcast.utb.cz,https://podcast.utb.cz/porady/homo-academicus/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-zlin/tym/doc-mudr-jiri-gatek-ph-d/,EUC Kliniky ve Zlíně,69,42,10,true,2022-10-29 12:58:19 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.feedit.cz,https://www.feedit.cz/2021/09/01/operace-bez-nutne-hospitalizace-jednodenni-chirurgie-se-stava-trendem-i-v-ceske-republice/,euc.cz,https://euc.cz/operacni-pece/,webu,69,0,0,true,2025-12-31 10:15:46 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.info-kladno.cz,https://www.info-kladno.cz/katalog/sluzby-a-remesla/spolecenske-sluzby/grafologie/okres-52-kladno-strana-1.html,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-kladno/gynekologie/,Gynekologie | Kladno | EUC,67,15,0,true,2023-08-28 03:01:33 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.jobspin.cz,https://www.jobspin.cz/konference-prace-bez-hranic-jak-uspesne-zamestnavat-cizince-v-cesku/,ulekare.cz,http://ulekare.cz/,,67,11,0,true,2026-08-21 18:38:00 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.regionusti.cz,https://www.regionusti.cz/zpravodajstvi/pohyb-by-mel-delat-radost-ne-bolet-156345/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-usti-nad-labem/ortopedie/,Ortopedii v Ústí nad Labem,66,0,0,true,2025-11-06 01:50:14 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.info-usti.cz,https://www.info-usti.cz/katalog/firma-velkoobchod-vyroba/kogenerace/okres-68-usti-nad-labem-strana-1.html,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-usti-nad-labem/interna/,Interna | Ústí nad Labem | EUC,66,17,0,true,2023-07-27 22:34:25 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.pksokna.cz,https://www.pksokna.cz/prakticke-a-v-lete-nezbytne-vyzbrojte-sva-okna-sitemi-proti-hmyzu,euc.cz,https://euc.cz/clanky-a-novinky/clanky/zanet-dutin-priznaky-lecba-a-nakazlivost/,podráždění sliznic,66,0,0,true,2024-06-21 08:27:12 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.vareni.cz,https://www.vareni.cz/magazin/co-o-nas-rikaji-centimetry-v-pase/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/obezita-priciny-stupne-rizika-a-lecba/,Obezita,65,0,0,true,2024-01-07 01:15:39 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.meditorial.cz,https://www.meditorial.cz/pribeh-meditorial,ulekare.cz,http://ulekare.cz/,uLékaře.cz,65,0,0,true,2022-01-29 23:05:20 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
profitonline.cz,https://profitonline.cz/nejvetsi-dilema-zivota-ukoncit-tehotenstvi-nebo-ne/,euc.cz,https://euc.cz/obory-lecby/gynekologie/,gynekolog,64,0,0,true,2026-04-14 07:39:13 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.alik.cz,https://www.alik.cz/p/259782,ulekare.cz,http://ulekare.cz/,ulekare.cz,64,0,0,true,2021-01-22 08:30:21 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.zitteplice.cz,https://www.zitteplice.cz/co-byste-meli-vedet-o-svem-krevnim-tlaku/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-usti-nad-labem/kardiologie/,kardiologii v Ústí nad Labem,61,0,0,true,2026-07-25 13:24:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
podmaz.sk,https://podmaz.sk/podcast/psychochat/5897244084-e33-manicke-predsevzeti-motivace-vyhoreni-vnimani-noveho-roku-a-mnohem-vic,euc.cz|ulekare.cz,https://euc.cz/clanky-a-novinky/clanky/jak-dodrzet-novorocni-predsevzeti/,https://euc.cz/clanky-a-novinky/clanky/jak-dodrzet-novorocni-predsevzeti/,61,0,0,true,2026-03-13 05:32:11 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.hedvabnastezka.cz,https://www.hedvabnastezka.cz/kuze-kterou-se-prilis-nechlubime/,euc.cz|ulekare.cz,https://euc.cz/obory-lecby/dermatovenerologie-kozni/,dermatovenerolog,61,0,0,true,2022-07-17 22:39:24 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.top.cz,https://www.top.cz/pomuze-rodicovska-ochranna-sit-a-vytvoreni-ritualu-a-pravidel,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-liberec/psychologie/,psychologa v Liberci,60,0,0,true,2023-10-16 04:21:50 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.naseporodnice.cz,https://www.naseporodnice.cz/clanek-tehotenstvim-krok-za-krokem.php,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/gynekologie/,gynekologie České Budějovice,60,0,10,true,2023-09-25 02:33:24 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.beremese.cz,https://www.beremese.cz/magazine/vdavam-se-a-jsem-v-tom-planujete-s-partnerem-svatbu-a-mate-pocit-ze-se-necitite-ve-sve-kuzi,euc.cz,https://euc.cz/obory-lecby/gynekologie/,gynekologii,60,0,0,true,2024-01-31 15:31:41 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
faei.cz,https://faei.cz/nejvetsi-dilema-zivota-ukoncit-tehotenstvi-nebo-ne/,euc.cz,https://euc.cz/obory-lecby/gynekologie/,gynekolog,59,0,0,true,2022-11-24 00:47:58 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.vecerni-praha.cz,https://www.vecerni-praha.cz/zablokovana-pater-neboli-houser-alespon-jednou-potrapi-az-90-populace/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-kliniky-praha/neurologie/,neurologie v Praze,58,0,0,true,2021-11-28 11:23:54 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.peknebydleni.cz,https://www.peknebydleni.cz/aby-bylo-bydleni-pratelske/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/ekzem-priznaky-a-lecba/,ekzémy,58,0,0,true,2023-09-24 04:56:28 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
trustaine.com,https://trustaine.com/businesses/euc.cz,euc.cz,http://euc.cz/,Visit Website,58,0,0,false,2025-11-07 15:46:28 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.e-mostecko.cz,https://www.e-mostecko.cz/zpravy/zajimavosti/157727-dukladne-vysetreni-odhali-pricinu-potizi,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-usti-nad-labem/neurologie/,Neurologové v Ústí nad Labem,58,0,0,true,2023-11-21 12:21:22 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
iporadna.cz,https://iporadna.cz/aspergruv-syndrom/,znamylekar.cz,http://znamylekar.cz/,znamylekar.cz,58,0,0,true,2022-12-25 18:04:04 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.worldmednet.cz,https://www.worldmednet.cz/world_news/wegovy-je-od-1-5-2025-dostupny-i-v-cr/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-zlin/diabetologie/,Diabetologie - EUC Klinika Zlín,57,0,0,true,2025-05-12 16:24:34 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.estheticon.cz,https://www.estheticon.cz/pacienti/johy2/kazdy-pul-rok-vypln-brady-i121464,znamylekar.cz,http://znamylekar.cz/,znamylekar.cz,57,0,0,false,2022-02-07 23:41:41 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.fnusa.cz,https://www.fnusa.cz/rozpad-svalove-hmoty-krupani-kosti/,ulekare.cz,http://ulekare.cz/,ulekare.cz,57,0,0,true,2021-07-29 18:45:41 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.jenprotehotne.cz,https://www.jenprotehotne.cz/zenske-otazky/,euc.cz,https://euc.cz/obory-lecby/gynekologie/,gynekologie,56,0,0,true,2023-01-23 11:42:29 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
desitka.cz,https://desitka.cz/2022/04/26/fyzioterapie-praha-bolesti-kloubu%CC%8A/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-kliniky-praha/fyzioterapie-rehabilitace/,fyzioterapie Praha,56,0,0,true,2025-01-23 00:17:37 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.maminyrecepty.cz,https://www.maminyrecepty.cz/novinky/sos-plan-jak-zhubnout-za-tyden-co-nejvic-kdyz-potrebujete-rychle-zhubnout/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/obezita-priciny-stupne-rizika-a-lecba/,Více o zdravotních rizicích obezity si můžete přečíst zde.,56,9,15,true,2025-07-31 13:48:36 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.twine.net,https://www.twine.net/nachtmann,ulekare.cz,http://ulekare.cz/,uLekare.cz,56,0,0,false,2026-07-26 05:16:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.omlazeni.cz,https://www.omlazeni.cz/clanky/Zanet-spojivek-muze-byt-zakerny-Jak-s-nim-bojovat.html,euc.cz,http://euc.cz/,janseidl,55,0,0,true,2020-11-28 11:29:43 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.mamo.cz,https://www.mamo.cz/centrum/32-euc-mamocentrum-ostrava/,euc.cz,https://euc.cz/nase-zarizeni/mamocentra/euc-mamocentrum-ostrava/,Přejít na web,53,0,0,true,2024-10-23 13:35:13 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.pulsmetry.cz,https://www.pulsmetry.cz/blog/jak-se-zlepsit-na-kole-s-chytrymi-hodinkami/,euc.cz,https://euc.cz/obory-lecby/sportovni-medicina/,aerobní kapacitu,52,2,0,true,2023-10-04 01:45:54 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.prahadnes.info,https://www.prahadnes.info/zpravodajstvi/46255-proc-se-zbytecne-trapit-zubar-neni-nepritel/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/stomatologie/,zubní lékaři v Praze,52,0,0,true,2026-06-05 00:03:26 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.fiftyfifty.cz,https://www.fiftyfifty.cz/zahanite-trapeni-jidlem-zname-lepsi-reseni-5618552.php,ulekare.cz,http://ulekare.cz/,U lékaře.cz,50,0,0,true,2022-01-08 18:01:16 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.eucklinika.cz,https://www.eucklinika.cz/ostrava/nase-oddeleni/sluzby/dedicny-karcinom-prsu,euc.cz,https://euc.cz/ostrava/nase-oddeleni/sluzby/dedicny-karcinom-prsu,,49,0,0,true,2026-05-27 00:33:30 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.qap.cz,https://www.qap.cz/zpravy/clanek/osamelost-postihuje-cim-dal-mladsi-rocniky-130269/,euc.cz,http://euc.cz/nase-zarizeni/kliniky/euc-klinika-plzen/,Plzeň,48,0,0,true,2023-10-07 12:36:01 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.whatnews.cz,https://www.whatnews.cz/news/umela-ai/,ulekare.cz,http://ulekare.cz/,ulekare.cz,47,0,0,true,2022-12-18 11:47:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.meddihub.com,https://www.meddihub.com/,meddi.com,https://meddi.com/,,46,63,0,true,2020-10-25 10:28:07 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.iliberecko.cz,https://www.iliberecko.cz/osamelost-postihuje-cim-dal-mladsi-rocniky-jak-se-s-ni-nejlepe-vyporadat,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-plzen/psychiatrie/,EUC Kliniky Plzeň,45,0,0,true,2024-01-20 18:18:07 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
ecoblog.cz,https://ecoblog.cz/nejlepsi-mast-krem-na-atopicky-ekzem/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/ekzem-priznaky-a-lecba/,Příznaky a léčba,45,0,0,false,2023-10-09 14:46:45 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.jobstack.it,https://www.jobstack.it/company-profile/meddi-hub-a-s/6304842526a3d,meddi.com,http://meddi.com/,"MEDDI hub, a.s. web",44,0,0,true,2022-09-09 19:42:39 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.zelechovice.eu,https://www.zelechovice.eu/obec/pomoc-ukrajine/?zmena-vzhledu=1&lang=cs,ulekare.cz,http://ulekare.cz/pro-ukrajinu,http://ulekare.cz/pro-ukrajinu,44,0,0,true,2025-11-06 19:37:04 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.polza.cz,https://www.polza.cz/nase-zarizeni/polikliniky/poliklinika-zahradnikova/rtg-ultrazvuk/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-brno/kontakty/,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-brno/kontakty/,43,0,0,true,2024-02-09 03:31:34 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
prosvet.cz,https://prosvet.cz/dejte-ocim-co-si-zaslouzi/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ostrava/ocni/,oční kliniky Ostrava,43,0,0,true,2022-09-27 19:34:51 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
skrz.cz,https://skrz.cz/tipy/letani-v-tehotenstvi,euc.cz,https://euc.cz/obory-lecby/gynekologie/,gynekologové,42,0,0,true,2022-12-21 18:14:58 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
qanomed.com,https://qanomed.com/ar/clinic/boris-ljubcenko-certificated-physiotherapist,znamylekar.cz,https://znamylekar.cz/?ref=qanomed,znamylekar.cz,42,0,0,true,2024-11-03 09:11:33 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.unicare.cz,https://www.unicare.cz/about-us-blog/how-to-find-a-dentist,znamylekar.cz,http://znamylekar.cz/,Znamylekar.cz,42,0,0,true,2026-01-31 02:11:41 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.fiftyfifty.eu,https://www.fiftyfifty.eu/you-drive-torment-meal-we-know-better-deal.html,ulekare.cz,http://ulekare.cz/,U lékaře.cz,42,0,0,true,2019-01-17 03:14:25 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
festivalarena.cz,https://festivalarena.cz/en/home/,euc.cz,https://euc.cz/en/,,41,27,0,true,2026-06-01 02:07:40 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
europeivf.com,https://europeivf.com/de/komplexe-kinderwunschbehandlung/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/genetika/,Partnerambulanz,41,0,0,true,2025-06-18 04:47:04 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.gleauty.com,https://www.gleauty.com/CZ/Brno/103004352884172/EUC-Klinika-Brno,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-brno/,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-brno/,41,0,0,true,2025-09-07 10:06:35 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.porodnice.cz,https://www.porodnice.cz/clanky/diagnostikovali-mi-tehotenskou-cukrovku-co-pro-sebe-mohu-udelat,euc.cz,https://euc.cz/clanky-a-novinky/clanky/diabetes-cukrovka/,Cukrovka v těhotenství,40,0,15,true,2024-01-21 02:18:50 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.casopis-rozmaryna.cz,https://www.casopis-rozmaryna.cz/kdyz-duse-stune/,euc.cz,https://euc.cz/obory-lecby/psychologie-a-psychiatrie/psychologie/,psychologii,39,0,0,true,2022-09-26 14:52:25 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.podcasts-online.org,https://www.podcasts-online.org/it/petr-mara-podcast-1470035287,ulekare.cz,http://ulekare.cz/,ulekare.cz,39,0,0,false,2026-02-03 07:24:48 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
medlike.cz,https://medlike.cz/poporodni_deprese/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/laktacni-psychoza/,Odkaz,37,0,15,true,2026-02-28 19:50:55 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
wiki.helpua.rubikus.de,https://wiki.helpua.rubikus.de/mw_public/%D0%9C%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D0%B0_%D0%B2_%D0%A7%D0%B5%D1%85%D0%B8%D0%B8,znamylekar.cz,https://znamylekar.cz/,https://znamylekar.cz/,32,0,10,false,2024-08-18 21:23:45 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
eworker.co,https://eworker.co/job/data-engineer-iii-19/,ulekare.cz,http://ulekare.cz/,uLekare.cz,31,0,0,false,2024-11-28 15:42:00 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
mluvmeokloubech.cz,https://mluvmeokloubech.cz/problemy-a-lecba/klouby-volaji-sos/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-kliniky-praha/ortopedie/,Ortopedie,30,0,0,true,2023-10-03 05:13:10 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
mypurpleicecream.blogspot.com,http://mypurpleicecream.blogspot.com/2014/03/jak-je-dulezite-miti-dobreho-gynekologa.html,znamylekar.cz,http://znamylekar.cz/,ZnamyLekar.cz,30,0,5,true,2023-10-10 19:44:14 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
nomadcoffee.cz,https://nomadcoffee.cz/2019/03/07/misoprostol-levne/,ulekare.cz,https://ulekare.cz/,https://ulekare.cz,30,0,0,false,2026-04-12 00:57:53 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
i-phone.ir,https://i-phone.ir/forums/forum/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%85%DA%A9/%D8%B3%D8%A4%D8%A7%D9%84%D8%A7%D8%AA-%D9%88-%D9%85%D8%B4%DA%A9%D9%84%D8%A7%D8%AA-%D9%BE%DB%8C%D8%B1%D8%A7%D9%85%D9%88%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-aa/8643-%D8%AF%D8%B9%D9%88%D8%AA-%D8%A8%D9%87-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%A8%D8%A7%D8%B2%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-ios,ulekare.cz,http://ulekare.cz/url_ext?from=banner&url=https://xxxpicsee.com/item/cosplay_lesbian_anime_uncensored_lesbian_xxx_videos-1175365/,http://ulekare.cz/url_ext?from=banne...ideos-1175365/,30,0,0,false,2021-11-06 03:03:41 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.radioukrajina.cz,https://www.radioukrajina.cz/novyny/byd-te-zdorov-z-rad-o-ykrajina-rybryka-oleny/strahova-medycyna-s-mejn-l-kar-sco-potr-bno,ulekare.cz,https://ulekare.cz/,https://ulekare.cz/,29,0,0,true,2024-06-03 11:24:43 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.lecimdeti.cz,https://www.lecimdeti.cz/poruchy-spanku-u-deti/,ulekare.cz,http://ulekare.cz/,ulekare.cz,26,10,0,true,2024-04-30 15:30:47 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.vlasta10.cz,https://www.vlasta10.cz/2021/02/25/vlastni-zpravodaj-radnice-na-kterou-je-v-tezke-dobe-spolehnuti/,euc.cz,https://euc.cz/nase-zarizeni/lekarny/euc-lekarna-praha-plananska/,nonstop lékárny v Poliklinice Malešice,25,0,10,true,2022-01-14 04:03:39 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.czech.wiki,https://www.czech.wiki/wiki/EUC,euc.cz,https://euc.cz/prakticke-informace/casto-kladene-otazky/,Dostupné online,24,0,0,false,2023-03-20 21:29:55 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
chcibytlepsi.cz,https://chcibytlepsi.cz/nejlepsi-probiotika/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/jak-uzivat-probiotika-ucinky-a-vhodny-vyber/,https://euc.cz/clanky-a-novinky/clanky/jak-uzivat-probiotika-ucinky-a-vhodny-vyber/,23,0,0,false,2022-10-09 09:15:09 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.pobezoviceuprelouce.cz,https://www.pobezoviceuprelouce.cz/kontakty/odkazy/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-prelouc/,ZDE,23,0,15,true,2019-10-17 07:35:13 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
