url_id,norm,final_url,target_country,language,page_type,content_entity_id,source_file_or_model,title,meta_description,h1,word_count,faq_count,superlative_hits,em_per_1k,em_dash_count,exclamation_count,impressions_W1,clicks_W1,primary_query,scanner_flags,sel,evidence,json_ld_types,indexability
U000463,https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online,https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online,Brazil,pt,service,service:br:controle-peso-online,,Controle de Peso Online Brasil | Avaliação Médica,"Controle de Peso: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",Controle de Peso Online — Avaliação Médica por Videochamada,2725.0,8.0,0.0,22.38532110091743,61.0,0.0,26.0,0.0,consulta online para obesidade,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000463.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem|ListItem|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|MedicalProcedure|ReserveAction|Service|Country|MedicalOrganization|Offer|QuantitativeValue,index
U000471,https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online,https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online,Brazil,pt,service,service:br:saude-do-homem-online,,Saúde do Homem Online Brasil | Clínico Geral · Global Health,"Saúde do Homem: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",Saúde do Homem Online — Consulta com Clínico Geral por Videochamada,2588.0,8.0,0.0,36.70788253477589,95.0,0.0,20.0,0.0,consulta online saúde masculina,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000471.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem|ListItem|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|MedicalProcedure|ReserveAction|Service|Country|MedicalOrganization|Offer|QuantitativeValue,index
U000317,https://www.myglobalhealth.online/brazil/en/contact,https://www.myglobalhealth.online/brazil/en/contact,Brazil,en,contact,,,Contact Global Health Brazil | Online Doctor · Global Health,"Contact Global Health Brazil: info@myglobalhealth.online. Online video consultations with registered doctors, in Portuguese and English.",Contact Global Health Brazil,392.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,help global brazil login,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000317.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|ContactPoint|Organization|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem|ListItem,index
U001658,https://www.myglobalhealth.online/ireland/cs/blog/jak-ziskat-online-potvrzeni-o-pracovni-neschopnosti-v-irsku,https://www.myglobalhealth.online/ireland/cs/blog/jak-ziskat-online-potvrzeni-o-pracovni-neschopnosti-v-irsku,Ireland,cs,blog_post,,,Online neschopenka v Irsku: co potřebujete vědět,"Zjistěte, jak funguje online potvrzení o pracovní neschopnosti v Irsku, co může požadovat zaměstnavatel a kdy je nutné osobní vyšetření.",Jak získat online potvrzení o pracovní neschopnosti v Irsku,1282.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,online panel v irsku,google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001658.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U002776,https://www.myglobalhealth.online/portugal/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,https://www.myglobalhealth.online/portugal/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,Portugal,en,blog_post,,,"Hand, foot and mouth disease: Signs and treatment","Your complete HSE-aligned guide to hand, foot and mouth disease in Irish children. Covers symptoms, treatment at home, when to go to A&E, and how to stop…","Hand, foot and mouth disease: Signs and treatment",2822.0,0.0,2.0,9.922041105598867,28.0,0.0,1.0,0.0,kode icd 10 flu singapura adalah,em_dash_9.9/1k|google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002776.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem,index
U001915,https://www.myglobalhealth.online/ireland/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,https://www.myglobalhealth.online/ireland/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,Ireland,en,blog_post,,,"Hand, foot and mouth disease: Signs and treatment","Your complete HSE-aligned guide to hand, foot and mouth disease in Irish children. Covers symptoms, treatment at home, when to go to A&E, and how to stop…","Hand, foot and mouth disease: Signs and treatment",2837.0,0.0,2.0,9.869580542826931,28.0,0.0,0.0,0.0,,em_dash_9.9/1k|google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001915.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem,index
U002599,https://www.myglobalhealth.online/portugal/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,https://www.myglobalhealth.online/portugal/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,Portugal,cs,blog_post,,,"Nemoc rukou, nohou a úst: příznaky a léčba · Global Health","Jak poznat a léčit nemoc rukou, nohou a úst u dětí v Irsku. Příznaky, domácí péče, kdy na pohotovost a jak zabránit šíření.","Nemoc rukou, nohou a úst: příznaky a léčba",2835.0,0.0,2.0,9.876543209876543,28.0,0.0,0.0,0.0,,google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002599.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem,index
U001661,https://www.myglobalhealth.online/ireland/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,https://www.myglobalhealth.online/ireland/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,Ireland,cs,blog_post,,,"Nemoc rukou, nohou a úst: příznaky a léčba · Global Health","Jak poznat a léčit nemoc rukou, nohou a úst u dětí v Irsku. Příznaky, domácí péče, kdy na pohotovost a jak zabránit šíření.","Nemoc rukou, nohou a úst: příznaky a léčba",2825.0,0.0,2.0,9.91150442477876,28.0,0.0,0.0,0.0,,google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001661.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem,index
U002780,https://www.myglobalhealth.online/portugal/en/blog/self-certification-sick-leave-portugal,https://www.myglobalhealth.online/portugal/en/blog/self-certification-sick-leave-portugal,Portugal,en,blog_post,,,Self-certification or sick note in Portugal? · Global Health,"Autodeclaração de doença or baixa médica in Portugal: who issues each, how to submit on Segurança Social Direta and which one opens sickness benefit.",Self-certification or a medical certificate: which one you need in Portugal,2298.0,6.0,0.0,7.397737162750218,17.0,0.0,0.0,0.0,,google_folded_canonical,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002780.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U004463,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,https://www.myglobalhealth.online/spain/es/tools/due-date-calculator,Spain,es,tool,,,Calculadora de Embarazo España | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo España,1919.0,8.0,0.0,0.5211047420531526,1.0,0.0,36.0,1.0,calcular fecha parto,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U004463.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003055,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,Portugal,pt,tool,,,Calculadora de gravidez Portugal | Semanas e data do parto,Calcule a data provável do parto e de quantas semanas está a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo.,Calculadora da data do parto Portugal,1907.0,8.0,0.0,4.719454640797063,9.0,0.0,8.0,0.0,calculadora da gravidez,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U003055.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000360,https://www.myglobalhealth.online/brazil/en/tools/due-date-calculator,https://www.myglobalhealth.online/brazil/en/tools/due-date-calculator,Brazil,en,tool,,,Due Date Calculator Brazil | Pregnancy Week by Week,"Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.",Due date calculator Brazil,1757.0,8.0,0.0,6.260671599317018,11.0,0.0,4.0,0.0,due pregnant,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U000360.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002052,https://www.myglobalhealth.online/ireland/es/blog/analisis-de-sangre-dublin,https://www.myglobalhealth.online/ireland/es/blog/analisis-de-sangre-dublin,Ireland,es,blog_post,,,Análisis de sangre en Dublín: guía de un médico,"Dónde hacerse un análisis de sangre en Dublín, si hace falta petición médica, qué miden los paneles habituales, el ayuno y qué significa un valor alterado.","Análisis de sangre en Dublín: dónde hacerlos, qué pedir y cómo leer el resultado",2630.0,6.0,1.0,2.661596958174905,7.0,0.0,3.0,0.0,dublin blood test,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002052.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000422,https://www.myglobalhealth.online/brazil/es/tools/due-date-calculator,https://www.myglobalhealth.online/brazil/es/tools/due-date-calculator,Brazil,es,tool,,,Calculadora de Embarazo Brasil | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo Brasil,1694.0,6.0,0.0,0.5903187721369539,1.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U000422.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U001019,https://www.myglobalhealth.online/czechia/en/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/en/tools/due-date-calculator,Czechia,en,tool,,,Due Date Calculator Czechia | Pregnancy Week by Week,"Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.",Due date calculator Czechia,1745.0,8.0,0.0,6.303724928366762,11.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001019.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U001088,https://www.myglobalhealth.online/czechia/es/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/es/tools/due-date-calculator,Czechia,es,tool,,,Calculadora de Embarazo Chequia | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo Chequia,1698.0,6.0,0.0,1.1778563015312131,2.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001088.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U001157,https://www.myglobalhealth.online/czechia/pt/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/pt/tools/due-date-calculator,Czechia,pt,tool,,,Calculadora de Gravidez Chéquia | Semanas e Data do Parto,"Calcule a data provável do parto e de quantas semanas está a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas em detalhe.",Calculadora da data do parto Chéquia,1674.0,6.0,0.0,4.778972520908004,8.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001157.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U001226,https://www.myglobalhealth.online/czechia/ro/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/ro/tools/due-date-calculator,Czechia,ro,tool,,,Calculator de Sarcină Cehia | Data Nașterii și Săptămâni,"Află data probabilă a nașterii și în ce săptămână de sarcină ești, pornind de la prima zi a ultimei menstruații. Se ajustează după durata ciclului tău, cu toate cele 40 de săptămâni detaliate.",Calculator de sarcină Cehia,1594.0,6.0,0.0,5.018820577164366,8.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U001226.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002174,https://www.myglobalhealth.online/ireland/es/tools/due-date-calculator,https://www.myglobalhealth.online/ireland/es/tools/due-date-calculator,Ireland,es,tool,,,Calculadora de Embarazo Irlanda | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo Irlanda,1709.0,6.0,0.0,0.5851375073142189,1.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002174.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002307,https://www.myglobalhealth.online/ireland/pt/tools/due-date-calculator,https://www.myglobalhealth.online/ireland/pt/tools/due-date-calculator,Ireland,pt,tool,,,Calculadora de Gravidez Irlanda | Semanas e Data do Parto,"Calcule a data provável do parto e de quantas semanas está a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas em detalhe.",Calculadora da data do parto Irlanda,1696.0,6.0,0.0,4.127358490566038,7.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002307.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002437,https://www.myglobalhealth.online/ireland/ro/tools/due-date-calculator,https://www.myglobalhealth.online/ireland/ro/tools/due-date-calculator,Ireland,ro,tool,,,Calculator de Sarcină Irlanda | Data Nașterii și Săptămâni,"Află data probabilă a nașterii și în ce săptămână de sarcină ești, pornind de la prima zi a ultimei menstruații. Se ajustează după durata ciclului tău, cu toate cele 40 de săptămâni detaliate.",Calculator de sarcină Irlanda,1616.0,6.0,0.0,4.331683168316832,7.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002437.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002858,https://www.myglobalhealth.online/portugal/en/tools/due-date-calculator,https://www.myglobalhealth.online/portugal/en/tools/due-date-calculator,Portugal,en,tool,,,Due Date Calculator Portugal | Pregnancy Week by Week,"Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.",Due date calculator Portugal,1774.0,8.0,0.0,6.200676437429538,11.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002858.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U002948,https://www.myglobalhealth.online/portugal/es/tools/due-date-calculator,https://www.myglobalhealth.online/portugal/es/tools/due-date-calculator,Portugal,es,tool,,,Calculadora de Embarazo Portugal | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo Portugal,1707.0,6.0,0.0,0.5858230814294083,1.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U002948.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003145,https://www.myglobalhealth.online/portugal/ro/tools/due-date-calculator,https://www.myglobalhealth.online/portugal/ro/tools/due-date-calculator,Portugal,ro,tool,,,Calculator de Sarcină Portugalia | Data Nașterii și Săptămâni,"Află data probabilă a nașterii și în ce săptămână de sarcină ești, pornind de la prima zi a ultimei menstruații. Se ajustează după durata ciclului tău, cu toate cele 40 de săptămâni detaliate.",Calculator de sarcină Portugalia,1602.0,6.0,0.0,4.369538077403246,7.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U003145.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003866,https://www.myglobalhealth.online/romania/en/tools/due-date-calculator,https://www.myglobalhealth.online/romania/en/tools/due-date-calculator,Romania,en,tool,,,Due Date Calculator Romania | Pregnancy Week by Week,"Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.",Due date calculator Romania,1773.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U003866.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003933,https://www.myglobalhealth.online/romania/es/tools/due-date-calculator,https://www.myglobalhealth.online/romania/es/tools/due-date-calculator,Romania,es,tool,,,Calculadora de Embarazo Rumanía | Fecha de Parto y Semanas,"Calcula tu fecha probable de parto y de cuántas semanas estás a partir del primer día de tu última regla. Se ajusta a la duración de tu ciclo, con las 40 semanas al detalle.",Calculadora de embarazo Rumanía,1722.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U003933.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U004000,https://www.myglobalhealth.online/romania/pt/tools/due-date-calculator,https://www.myglobalhealth.online/romania/pt/tools/due-date-calculator,Romania,pt,tool,,,Calculadora de Gravidez Roménia | Semanas e Data do Parto,"Calcule a data provável do parto e de quantas semanas está a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas em detalhe.",Calculadora da data do parto Roménia,1687.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U004000.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U004380,https://www.myglobalhealth.online/spain/en/tools/due-date-calculator,https://www.myglobalhealth.online/spain/en/tools/due-date-calculator,Spain,en,tool,,,Due Date Calculator Spain | Pregnancy Week by Week,"Work out your estimated due date and how many weeks pregnant you are from the first day of your last period. Adjusts for your cycle length, with the full 40-week breakdown.",Due date calculator Spain,1763.0,8.0,0.0,6.239364719228588,11.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U004380.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U004547,https://www.myglobalhealth.online/spain/pt/tools/due-date-calculator,https://www.myglobalhealth.online/spain/pt/tools/due-date-calculator,Spain,pt,tool,,,Calculadora de Gravidez Espanha | Semanas e Data do Parto,"Calcule a data provável do parto e de quantas semanas está a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com as 40 semanas em detalhe.",Calculadora da data do parto Espanha,1667.0,6.0,0.0,4.199160167966407,7.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U004547.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U004630,https://www.myglobalhealth.online/spain/ro/tools/due-date-calculator,https://www.myglobalhealth.online/spain/ro/tools/due-date-calculator,Spain,ro,tool,,,Calculator de Sarcină Spania | Data Nașterii și Săptămâni,"Află data probabilă a nașterii și în ce săptămână de sarcină ești, pornind de la prima zi a ultimei menstruații. Se ajustează după durata ciclului tău, cu toate cele 40 de săptămâni detaliate.",Calculator de sarcină Spania,1589.0,6.0,0.0,4.405286343612335,7.0,0.0,0.0,0.0,,soft_404_signal,scanner_flag,seo/tracking/raw/2026-09-15/A2-probe/text/U004630.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
