query,page,clicks,impressions,ctr,position
tehotenska tabulka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,10
tehotenske tydny,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,52
teledoktor,https://www.myglobalhealth.online/czechia/cs,0,1,0,6
telehealth,https://www.myglobalhealth.online/czechia/cs,0,1,0,88
tensiune calculator,https://www.myglobalhealth.online/czechia/ro/tools/blood-pressure-chart,0,1,0,14
termin poceti dle terminu porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,46
termin porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,9,0,38.111111111111114
termin porodu dle ovulace,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,46
termin porodu dle pm,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,39
termín porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,8,0,38.125
termín porodu kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,4,0,36.25
termín porodu podle ovulace,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,44
termín porodu podle ultrazvuku,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,48
termín porodu výpočet,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,3,0,39.333333333333336
test adhd copii online,https://www.myglobalhealth.online/czechia/ro/tools/adhd-test,0,1,0,15
test adhd dospělí,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,2,0,15
test adhd pro dospělé,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,14
test adhd zdarma,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,40
test adhs,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,6
test bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,3,0,24
test n adhd,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,8
test na add,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,38
test na adhd,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,8,0,22.125
test na adhd u psychologa,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,11
test na obezitu,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,48
teste phda,https://www.myglobalhealth.online/czechia/pt/tools/adhd-test,0,1,0,8
testy adhd,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,5,0,16.4
testy na adhd,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,15
testy zdarma,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,1,0,5
they speak english,https://www.myglobalhealth.online/czechia/en,0,1,0,1
tlak 121/81,https://www.myglobalhealth.online/czechia/en/tools/blood-pressure-chart,0,1,0,2
tlak 135/85,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,1,0,43
tlak a tep hodnoty,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,1,0,34
tlak krve hodnoty,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,1,0,48
tlak tabulka,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,3,0,11
trimestry podle tydnu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,37
týden těhotenství kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,38
týden těhotenství podle termínu porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,38
týdny těhotenství tabulka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,24.5
týdny těhotenství výpočet,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,48.5
těhotenská kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,15,0,40.93333333333333
těhotenská kalkulačka po ivf,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,36
těhotenská kalkulačka podle data početí,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,3,0,39
těhotenská kalkulačka podle ovulace,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,40
těhotenská kalkulačka termín porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,38
těhotenský kalendář,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,55
těhotenství délka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,2,0,47.5
těhotenství kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,3,0,47.333333333333336
v jakem jsem tydnu tehotenstvi,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,46
v jakém jsem měsíci těhotenství,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,44
v kolikátém týdnu se rodí,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,15,0,11.2
v nemecku,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,0,1,0,1
vaha online,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,27
vidí zaměstnavatel důvod neschopenky,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,1
vseobecny lekar,https://www.myglobalhealth.online/czechia/en,0,2,0,55.5
vycházky,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,1
vycházky na nemocenské,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,20
vypocet bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,22,0,29.454545454545453
vypocet bmi a tuku,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,2,0,37
vypocet kalorii,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,2,0,48.5
vypocet kalorii na den,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,1,0,35
vypocet kalorii pri hubnuti,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,1,0,49
vypocet porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,4,0,40.5
vysoký krevní tlak hodnoty,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,3,0,39.666666666666664
vysoký tlak hodnoty,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,0,4,0,45.25
vystavení neschopenky,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,2,0,32
vystavení neschopenky,https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online,0,2,0,50.5
vystavení neschopenky v nemocnici,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,26
vyšetřeni adhd,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,0,6,0,21.833333333333332
vzorec bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,5,0,35.6
vzorec pro výpočet bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,2,0,34.5
váhová kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,2,0,30
výpočet bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,19,0,29.473684210526315
výpočet bmi index,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,37
výpočet bmi podle věku,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,2,0,29
výpočet bmi podle věku a pohlaví,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,4,0,14
výpočet bmi u dětí,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,5,0,31.2
výpočet bmi vzorec,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,4,0,35.75
výpočet bmi žena,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,2,0,43
výpočet data porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,4,0,48.75
výpočet denního příjmu,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,4,0,27.75
výpočet dětské bmi,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,20
výpočet hmotnosti cloveka,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,34
výpočet ideální váhy podle věku,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,1,0,48
výpočet kalorického příjmu,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,3,0,46
výpočet kalorií kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,1,0,34
výpočet kalorií na den,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,1,0,18
výpočet kcal na den,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,0,1,0,16
výpočet menstruace,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,3,0,35.333333333333336
výpočet menstruace kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,2,0,40.5
výpočet menstruačního cyklu,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,2,0,37.5
výpočet nadváhy,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,3,0,34.333333333333336
výpočet nemocenské od 15 dne,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,4
výpočet nástup na mateřskou dle termínu porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,69
výpočet otěhotnění,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,1,0,49
výpočet ovulace,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,8,0,45.25
výpočet ovulace kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,1,0,37
výpočet plodné dny,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,5,0,38.6
výpočet plodných dnů,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,2,0,54.5
výpočet plodných dnů kalkulačka,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,3,0,46
výpočet plodných dnů u nepravidelné menstruace,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,0,3,0,37
výpočet porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,9,0,45.44444444444444
výpočet termínu porodu,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,11,0,48.90909090909091
výpočet termínu porodu podle poslední menstruace,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,3,0,42.333333333333336
výpočet týdne těhotenství,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,7,0,46
výpočet týdne těhotenství podle početí,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,4,0,39.5
výpočet týdnu těhotenství,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,6,0,47
výpočet těhotenství,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,0,4,0,49.5
weight test,https://www.myglobalhealth.online/czechia/en/tools/bmi-calculator,0,1,0,49
will my insurance cover a dexa scan,https://www.myglobalhealth.online/czechia/en/tools/osteoporosis-risk-checker,0,1,0,87
www.doctor24.com.br,https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves,0,1,0,45
zdravotni poradenstvi,https://www.myglobalhealth.online/czechia/cs,0,1,0,4
čssz eneschopenka,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,2,0,17.5
žádost o dávku nemocenského pojištění,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,0,1,0,7
а в уколах,https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves,0,1,0,3
клиники онлайн,https://www.myglobalhealth.online/czechia/cs,0,2,0,20.5
так хочу,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,0,1,0,2

