"url","page_role","locale","primary_keyword","keyword_source","priority","status","cannibalisation_control"
"https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","tool","ro","calcul saptamani sarcina","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker","tool","ro","Risc de osteoporoză România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","tool","ro","calcul perioada fertila","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/sore-throat-checker","tool","ro","Verificare amigdalită și durere în gât România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/cs/legal/medical-disclaimer","legal","cs","Medical Disclaimer","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/cs/legal/cookie-policy","legal","cs","Cookie Policy","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/de/legal/medical-disclaimer","legal","de","Medical Disclaimer","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/de/legal/cookie-policy","legal","de","Cookie Policy","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/en/services/sick-note-romania","service","en","not applicable","editorial label","HOLD","hold: no approved doctor","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/legal/medical-disclaimer","legal","es","Medical Disclaimer","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal/cookie-policy","legal","es","Cookie Policy","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/medical-disclaimer","legal","pt","Medical Disclaimer","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/cookie-policy","legal","pt","Cookie Policy","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/cookie-policy","legal","ro","Cookie Policy","editorial label","P2","retain noindex","Retain current information intent; no commercial keyword stuffing"
