"url","page_type","topic","title","meta_description","h1","subheadings","content_length","primary_cta","secondary_cta","trust_signals","safety_content","faq_count","schema_types","indexable","canonical","internal_links","ranking_keyword_count","estimated_traffic","referring_domains","observed_at","notes"
"https://www.webdoctor.ie/hypothyroidism-treatment/underactive-thyroid-symptoms-causes/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:13:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ibs-vs-ibd-differences-ireland/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/in-the-media/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-06-02T07:46:05+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/jet-lag-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T18:47:19+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/lower-blood-pressure-naturally-ireland/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:38:21+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/hair-loss-cures/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-11-30T13:03:12+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/hair-loss-shampoo/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:11:12+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/how-to-stop-hair-loss/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-11-30T13:03:37+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/oral-male-hair-loss-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-06-03T20:14:13+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/male-hair-loss-treatment/thinning-hair-causes/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-07-15T08:05:22+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/menopausal-vaginal-dryness-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:40:07+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/menopause/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:43:23+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/mens-health-month-lets-talk-awareness-prevention-education-and-wellbeing/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/mens-health-week-with-webdoctor-ie-a-health-timeline/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/mental-health/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:43:59+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/migraine-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:40:40+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/national-health-watch-survey-2023/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/nutrition-after-surgery-recovery-guide/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/nutrition-healthy-ageing-ireland/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/obesity-definition-ireland/","article","obesity education","","","Obesity definition in Ireland","definition|table|FAQs|sources","","Read guidance","Consultation CTA","Date|reading time|medical team byline|official sources","General information framing","Present","Article|Person|WebPage|BreadcrumbList","true","self","BMI tool|weight service|sources","","","","2026-08-25","Observed representative article"
"https://www.webdoctor.ie/online-doctor-ireland/","commercial_service","online GP consultation","","","Online doctor consultation","what is included|conditions|how it works|limitations|FAQs","","Book online","See adjacent services","Irish Medical Council registration|pricing|hours","Explicit exclusions|remote-care limits|local care escalation","Present","WebPage|BreadcrumbList|AggregateRating","true","self","Commercial hub and related services","","","","2026-08-25","Observed live"
"https://www.webdoctor.ie/online-doctor-ireland/doctor-referral/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:28:36+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/online-doctor-ireland/sick-notes-medical-certificates/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:42:46+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/online-doctor-male/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:58:40+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/online-prescriptions/","commercial_hub","online prescriptions","","","Online prescriptions","treatment categories|questionnaire|doctor review|decision|FAQs","","Request a prescription","Browse treatments","Registered doctors|secure account|Healthmail","Eligibility exclusions|not guaranteed|refund condition","Present","WebPage|BreadcrumbList|AggregateRating","true","self","Links to treatment hubs","","","","2026-08-25","Competitor-only model; not a target priority while target prescription pages are intentionally disabled"
"https://www.webdoctor.ie/pages/patient_guide/","policy_help","patient guide","","","Patient guide","service process|medical director|support","","Start service","Contact","Medical director statement|patient process","Care limitations","","WebPage|BreadcrumbList","true","self","Commercial and help links","","","","2026-08-25","Medical Director naming appears inconsistent with current About page"
"https://www.webdoctor.ie/pages/press-releases/irish-startup-launches-innovative-online-doctors-service/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:11:56+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/period-delay-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:44:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/period-delay-treatment/can-i-take-the-pill-to-delay-my-period/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:12:55+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/period-delay-treatment/does-the-morining-after-pill-delay-period/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:13:18+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/period-delay-treatment/how-to-delay-your-period/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:12:57+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/period-delay/period-delay-pill-how-does-it-work/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2024-05-03T08:12:54+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/plant-based-diet-nutrition-ireland/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/plaque-psoriasis-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:47:40+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/24-hour-blood-pressure-monitoring/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/acne-treatment/","ppc_landing","acne treatment","Acne Treatment","","Acne treatment","","","Start treatment","","Campaign-specific proof","Eligibility","","WebPage|BreadcrumbList","true","self","Campaign links","","","","2026-08-25","200, index/follow and self-canonical"
"https://www.webdoctor.ie/ppc/adult-adhd-assessment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-11T07:27:20+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/asthma-treatment/","ppc_landing","asthma treatment","","","Asthma treatment","","","Start treatment","","Campaign-specific proof","Eligibility","","WebPage|BreadcrumbList","true","self","Campaign links","","","","2026-08-25","Indexable campaign page"
"https://www.webdoctor.ie/ppc/cold-sore-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:30:21+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/contraceptive-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:30:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/cystitis-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:31:33+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/diet-nutrition-dietitian-consultation-online/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-11T07:30:43+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/ear-syringing/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/ecg-heart-health-screening/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/eczema-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:31:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/erectile-dysfunction-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:32:05+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/excess-female-hair-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:32:23+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/executive-female-health-screenings/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/flu/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:33:00+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/general-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:34:35+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/genital-herpes-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:35:55+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/gp-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/hair-loss-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:36:20+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/hay-fever-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:36:38+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/hypothyroidism-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:36:57+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/jet-lag-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:37:16+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/male-executive-health-screenings/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/menopausal-vagina-dryness-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:37:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/menopause-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:38:08+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/migraine-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:38:24+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/period-delay-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:38:40+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/plaque-psoriasis-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:38:56+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/premature-ejaculation-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:39:11+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/professional-blood-testing/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/rosacea-treatment/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:39:27+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/sexual-health-screening/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/specialist-gp-dermatology-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/specialist-menopause-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/specialist-mens-health-gp-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/specialist-womens-health-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/travel-health-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/travel-health-treatment-holidays/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:39:44+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/video-consultation-female-gp/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:40:00+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/video-consultation-generic/","ppc_landing","video consultation","","","Video consultation","","","Book","","Campaign-specific proof","Suitability","","WebPage|BreadcrumbList","true","self","Campaign links","","","","2026-08-25","PPC post type is indexable; duplication risk"
"https://www.webdoctor.ie/ppc/video-consultation-male-gp/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-02-24T10:07:13+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/video-consultation-portuguese-camp/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-05-03T12:11:55+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/video-consultation-spanish-camp/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-05-03T12:14:11+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/weight-management-program-camp/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-04-20T13:37:37+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/ppc/weight-management-specialist-gp-consultation/","ppc landing page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/ppc_page-sitemap.xml; lastmod 2026-06-04T09:26:14+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
